,name,url,clone_url,default_branch,stargazers_count,owner.name,owner.type,description,language,topics,size,archived,created_at,pushed_at,ignored,lang,True positive
75103,APIModuleDemo,https://github.com/qiugang/APIModuleDemo,https://github.com/qiugang/APIModuleDemo.git,master,70,qiugang,User,Module split、auto generate api module  demo.(微信 Android 模块 api 拆分方案 demo),Kotlin,,173,FALSE,2018-12-25 15:21:58+00:00,2020-04-19 12:05:42+00:00,TRUE,Kotlin,T
13789,chrome-extension-webpack-boilerplate,https://github.com/samuelsimoes/chrome-extension-webpack-boilerplate,https://github.com/samuelsimoes/chrome-extension-webpack-boilerplate.git,master,1682,samuelsimoes,User,"A basic foundation boilerplate for rich Chrome Extensions using Webpack to help you write modular and modern Javascript code, load CSS easily and automatic reload the browser on code changes.",JavaScript,boilerplate|chrome-extension|webpack,926,FALSE,2016-04-14 13:18:03+00:00,2022-12-10 17:14:13+00:00,TRUE,JavaScript,T
10316,electron-vue,https://github.com/SimulatedGREG/electron-vue,https://github.com/SimulatedGREG/electron-vue.git,master,15446,SimulatedGREG,User,"An Electron & Vue.js quick start boilerplate with vue-cli scaffolding, common Vue plugins, electron-packager/electron-builder, unit/e2e testing, vue-devtools, and webpack.",JavaScript,babel|boilerplate|documentation|electron|electron-builder|electron-packager|end-to-end-testing|es6|unit-testing|vue|vue-cli|webpack,5927,TRUE,2016-05-12 07:08:12+00:00,2022-01-14 15:11:42+00:00,TRUE,JavaScript,T
57811,xss_vulnerability_challenges,https://github.com/moeinfatehi/xss_vulnerability_challenges,https://github.com/moeinfatehi/xss_vulnerability_challenges.git,master,112,moeinfatehi,User,"this repository is a docker containing some ""XSS vulnerability"" challenges and bypass examples.",PHP,application-security|appsecurity|cross-site-scripting|infosec|input-validation|owasp|owasp-top-10|owasp-top-ten|penetration-testing|pentesting|xss|xss-attacks|xss-detection|xss-exploitation|xss-filter|xss-vulnerability,440,FALSE,2018-06-30 09:28:36+00:00,2022-05-25 08:04:59+00:00,TRUE,PHP,T
15395,relay-examples,https://github.com/relayjs/relay-examples,https://github.com/relayjs/relay-examples.git,main,1129,relayjs,Organization,A collection of sample Relay applications,JavaScript,,22503,FALSE,2016-06-21 17:45:14+00:00,2024-02-09 02:36:50+00:00,TRUE,JavaScript,T
3913,GitHubPoster,https://github.com/yihong0618/GitHubPoster,https://github.com/yihong0618/GitHubPoster.git,main,1665,yihong0618,User,Make everything a GitHub svg poster and Skyline!,Python,bilibili|dota2|duolingo|github-svg-poster|gitlab|gpx|kindle|leetcode|shanbay|skyline|strava|twitter|wakatime|xhr|youtube,156271,FALSE,2021-04-21 04:06:34+00:00,2024-02-20 00:12:42+00:00,TRUE,Python,T
8591,python-jumpstart-course-demos,https://github.com/mikeckennedy/python-jumpstart-course-demos,https://github.com/mikeckennedy/python-jumpstart-course-demos.git,master,744,mikeckennedy,User,"Contains all the ""handout"" materials for my Python Jumpstart by Building 10 Apps course. This includes try it yourself and finished versions of the 10 apps.",Python,,4264,FALSE,2016-02-24 11:35:52+00:00,2023-04-13 17:47:53+00:00,TRUE,Python,T
39063,klein,https://github.com/shihuili1218/klein,https://github.com/shihuili1218/klein.git,main,224,shihuili1218,User,"🔥 Klein is a Paxos based distributed collection tool library, including distributed ArrayList, distributed HashMap, distributed Cache, distributed Lock, etc..",Java,algorithms|cache|consensus|distributed|distributed-systems|paxos|raft,1180,FALSE,2022-10-18 12:05:59+00:00,2024-02-10 02:59:27+00:00,TRUE,Java,F
36539,jvm-core-learning-example,https://github.com/JeffLi1993/jvm-core-learning-example,https://github.com/JeffLi1993/jvm-core-learning-example.git,master,352,JeffLi1993,User,关于Java虚拟机核心知识点学习积累的例子，是初学者及虚拟机核心知识巩固的最佳实践。,Java,,18,FALSE,2015-12-02 00:34:32+00:00,2020-11-19 16:52:55+00:00,TRUE,Java,T
21956,mpitutorial,https://github.com/mpitutorial/mpitutorial,https://github.com/mpitutorial/mpitutorial.git,gh-pages,2051,mpitutorial,Organization,MPI programming lessons in C and executable code examples,C,,4272,FALSE,2012-11-29 04:53:19+00:00,2023-11-30 11:01:36+00:00,TRUE,C_C++,T
72318,PlantShopUI-Android,https://github.com/Shashank02051997/PlantShopUI-Android,https://github.com/Shashank02051997/PlantShopUI-Android.git,main,210,Shashank02051997,User,Check out the new style for App Design aims for the Online Plant Shop Service using jetpack compose...😉😀😁😎,Kotlin,android|android-app|android-application|android-design|android-development|android-ui|development|jetpack-android|jetpack-compose|plant-ui|plants|template|ui-design,5542,FALSE,2021-07-22 06:35:28+00:00,2023-08-09 23:34:12+00:00,TRUE,Kotlin,T
89669,parser-tutorial,https://github.com/ltoddy/parser-tutorial,https://github.com/ltoddy/parser-tutorial.git,master,62,ltoddy,User,write your own json parser.,Rust,parser|rust,63,FALSE,2020-05-10 14:24:24+00:00,2020-05-29 14:58:12+00:00,TRUE,Rust,T
19545,quadtree-js,https://github.com/timohausmann/quadtree-js,https://github.com/timohausmann/quadtree-js.git,master,567,timohausmann,User,A lightweight quadtree implementation for javascript,JavaScript,algorithms|collision|game|javascript|quadtree,472,FALSE,2012-09-09 13:00:26+00:00,2023-11-11 15:17:00+00:00,TRUE,JavaScript,F
59995,example-client,https://github.com/WP-API/example-client,https://github.com/WP-API/example-client.git,master,79,WP-API,Organization,,PHP,,14,FALSE,2015-12-07 07:00:51+00:00,2021-02-22 12:08:14+00:00,TRUE,PHP,T
10198,es6tutorial,https://github.com/ruanyf/es6tutorial,https://github.com/ruanyf/es6tutorial.git,gh-pages,21032,ruanyf,User,《ECMAScript 6入门》是一本开源的 JavaScript 语言教程，全面介绍 ECMAScript 6 新增的语法特性。,JavaScript,,5660,FALSE,2014-04-20 13:06:28+00:00,2023-12-30 06:42:30+00:00,TRUE,JavaScript,T
87550,cairo-template,https://github.com/auditless/cairo-template,https://github.com/auditless/cairo-template.git,main,88,auditless,Organization,A minimal template for building smart contracts with Cairo 1.0,Rust,cairo-lang|starknet|template,33,FALSE,2023-02-21 15:02:25+00:00,2023-06-01 08:46:55+00:00,TRUE,Rust,T
20654,LeetCode,https://github.com/wisdompeak/LeetCode,https://github.com/wisdompeak/LeetCode.git,master,5356,wisdompeak,User,This repository contains the solutions and explanations to the algorithm problems on LeetCode. Only medium or above are included. All are written in C++/Python and implemented by myself. The problems attempted multiple times are labelled with hyperlinks.,C++,algorithms|cpp|leetcode,8912,FALSE,2017-03-01 10:30:52+00:00,2024-02-20 08:00:35+00:00,TRUE,C_C++,T
98733,Live-Activity-Background-Update-Demo,https://github.com/megabitsenmzq/Live-Activity-Background-Update-Demo,https://github.com/megabitsenmzq/Live-Activity-Background-Update-Demo.git,main,34,megabitsenmzq,User,"Refresh your Live Activity with the ""sound"" background mode.",Swift,,18,FALSE,2022-10-24 12:43:03+00:00,2022-11-02 11:11:30+00:00,TRUE,Swift,T
5803,algorithms,https://github.com/marcosfede/algorithms,https://github.com/marcosfede/algorithms.git,master,1129,marcosfede,User,Solved algorithms and data structures problems in many languages,Python,algorithm|bfs|competitive-programming|data-structures|go|golang|graph|hacktoberfest|heap|interview|interview-practice|javascript|language|python|ruby,1971,FALSE,2017-05-01 03:08:34+00:00,2023-10-08 03:09:24+00:00,TRUE,Python,T
75692,AndroidMVIExample,https://github.com/k0siara/AndroidMVIExample,https://github.com/k0siara/AndroidMVIExample.git,master,59,k0siara,User,"Example Jetpack Compose Android App, that uses the newest mechanisms, like StateFlow, SharedFlow, etc. to manage states and handle events. ViewModel, UI and Screenshot tests included :)",Kotlin,android|compose|jetpack|jetpack-compose|mvi,458,FALSE,2021-06-05 18:44:53+00:00,2022-01-11 12:46:37+00:00,TRUE,Kotlin,T
84803,template,https://github.com/rust-github/template,https://github.com/rust-github/template.git,main,171,rust-github,Organization,Template for a generic rust project hosted on GitHub,Rust,cargo-generate|github|hacktoberfest|rust|template,85,FALSE,2020-08-04 19:02:08+00:00,2023-12-02 09:34:11+00:00,TRUE,Rust,T
15425,awesome-captcha,https://github.com/ZYSzys/awesome-captcha,https://github.com/ZYSzys/awesome-captcha.git,master,1123,ZYSzys,User,:key: Curated list of awesome captcha libraries and crack tools.,JavaScript,awesome|awesome-list|captcha|captcha-break|captcha-breaking|captcha-generator|captcha-image|captcha-library|captcha-solver|captcha-solving|crack-captcha|image-captcha,52,FALSE,2018-02-11 04:29:31+00:00,2024-01-02 13:21:00+00:00,TRUE,JavaScript,T
35185,dl4j-tutorials,https://github.com/sjsdfg/dl4j-tutorials,https://github.com/sjsdfg/dl4j-tutorials.git,master,484,sjsdfg,User,dl4j 基础教程   配套视频：https://space.bilibili.com/327018681/#/,Java,deep-learning|deeplearning4j|dl4j|dl4j-tutorials|java-machine-learning|nd4j,30529,FALSE,2017-12-27 03:09:53+00:00,2023-12-05 22:17:21+00:00,TRUE,Java,T
24490,SoftGLRender,https://github.com/keith2018/SoftGLRender,https://github.com/keith2018/SoftGLRender.git,main,893,keith2018,User,"Tiny C++ Software Renderer / Rasterizer, and implements OpenGL and Vulkan renderers for comparison",C++,3d|3d-graphics|computer-graphics|cpp|graphics|opengl|pbr|rasterization|rasterizer|renderer|rendering|rendering-engine|rendering-pipeline|shader|soft-renderer|software-renderer|software-rendering|spirv|tutorial|vulkan,103342,FALSE,2022-05-13 10:57:11+00:00,2024-01-04 11:34:53+00:00,TRUE,C_C++,F
87247,triple_accel,https://github.com/Daniel-Liu-c0deb0t/triple_accel,https://github.com/Daniel-Liu-c0deb0t/triple_accel.git,master,93,Daniel-Liu-c0deb0t,User,"Rust edit distance routines accelerated using SIMD. Supports fast Hamming, Levenshtein, restricted Damerau-Levenshtein, etc. distance calculations and string search.",Rust,algorithms|avx2|dynamic-programming|hamming|levenshtein|rust|simd|sse|string-distance|string-matching|string-search|string-similarity,186,FALSE,2020-03-23 20:48:06+00:00,2023-03-13 08:16:03+00:00,TRUE,Rust,F
74238,CreativeCodingExamples,https://github.com/thelumiereguy/CreativeCodingExamples,https://github.com/thelumiereguy/CreativeCodingExamples.git,master,90,thelumiereguy,User,A collection of Creative Coding examples by me & other artists. We've used Jetpack Compose and Processing (Java Edition) to create these.,Kotlin,android|art|collection|compose|creativecoding|desktop|generative-art|graphic|ios|jetpack-compose|kotlin|kotlin-multiplatform|processing|web,2583,FALSE,2022-04-13 05:13:02+00:00,2022-10-28 03:55:11+00:00,TRUE,Kotlin,T
9627,example-oauth2-server,https://github.com/authlib/example-oauth2-server,https://github.com/authlib/example-oauth2-server.git,master,662,authlib,Organization,Example for OAuth 2 Server for Authlib.,Python,authlib|oauth2|oauth2-provider|oauth2-server,177,FALSE,2013-11-21 08:24:16+00:00,2023-07-11 04:14:50+00:00,TRUE,Python,T
73096,Android-Samples,https://github.com/GetStream/Android-Samples,https://github.com/GetStream/Android-Samples.git,main,140,GetStream,Organization,:closed_book: A collection of sample apps that use the Stream Chat Android SDK,Kotlin,android|android-apps|android-samples|chat|chat-app|getstream|kotlin|real-time-chat,55244,FALSE,2021-03-22 16:33:38+00:00,2023-10-19 06:08:35+00:00,TRUE,Kotlin,T
93023,ImageInNavigationBarDemo,https://github.com/tungfam/ImageInNavigationBarDemo,https://github.com/tungfam/ImageInNavigationBarDemo.git,master,212,tungfam,User,Demo project that shows a resizable image in right top corner of Navigation Bar with Large Title (iOS11) ,Swift,,1480,FALSE,2017-11-16 14:32:53+00:00,2020-01-30 10:47:31+00:00,TRUE,Swift,T
69199,opdemo,https://github.com/cnych/opdemo,https://github.com/cnych/opdemo.git,master,192,cnych,User,Kubernetes Operator 快速入门教程（Kubernetes Operator 101）,Go,101|kubernetes|operator|operator-framework|operator-sdk,33260,FALSE,2019-05-30 10:08:50+00:00,2020-06-12 07:27:10+00:00,TRUE,Go,T
93332,Eval,https://github.com/tevelee/Eval,https://github.com/tevelee/Eval.git,master,179,tevelee,User,"Eval is a lightweight interpreter framework written in  Swift, evaluating expressions at runtime",Swift,compiler|eval|evaluate-expressions|generic|interpreter|language|pattern-matching|swift|template|template-language,294579,FALSE,2017-11-16 23:28:39+00:00,2023-01-09 22:29:22+00:00,TRUE,Swift,F
33158,spring-boot-demo,https://github.com/smltq/spring-boot-demo,https://github.com/smltq/spring-boot-demo.git,master,886,smltq,User,spring boot demo 是一个Spring Boot、Spring Cloud的项目示例，根据市场主流的后端技术，共集成了50+个demo，未来将持续更新。该项目包含helloworld(快速入门)、web(ssh项目快速搭建）、aop(切面编程)、data-redis(redis缓存)、quartz(集群任务实现)、shiro（权限管理）、oauth2（四种认证模式）、shign(接口参数防篡改重放）、encoder（用户密码设计）、actuator（服务监控）、cloud-config（配置中心）、cloud-gateway（服务网关）等模块,Java,aop|bio|cloud-alibaba|cloud-gateway|data-redis|gateway|mybatis|mybatis-plus|netty|oauth2|quartz|redis|shiro|sign|spring|spring-boot|spring-boot-demo|spring-cloud|spring-mvc|spring-security,4901,FALSE,2019-06-04 09:30:22+00:00,2023-09-18 19:21:46+00:00,TRUE,Java,T
30779,Leetcode,https://github.com/fishercoder1534/Leetcode,https://github.com/fishercoder1534/Leetcode.git,master,3667,fishercoder1534,User,Solutions to LeetCode problems; updated daily. Subscribe to my YouTube channel for more.,Java,algorithm|apache|bash|data-structures|interview|java|leetcode|leetcode-java|leetcode-questions|leetcode-solutions|leetcoder|mysql,9030,FALSE,2016-07-31 05:28:15+00:00,2024-02-20 00:14:36+00:00,TRUE,Java,T
3168,sage-archive-2023-02-01,https://github.com/sagemath/sage-archive-2023-02-01,https://github.com/sagemath/sage-archive-2023-02-01.git,develop,2032,sagemath,Organization,"This repository used to be the user-facing mirror of the Sage source tree. As Sage development migrated on 2023-02-01 from https://trac.sagemath.org/ to our new repository on GitHub, https://github.com/sagemath/sage, we have renamed and archived this repository.",Python,algorithms|computer-algebra|math|mathematics|python|sage|science,325289,TRUE,2012-06-08 10:11:02+00:00,2023-01-29 22:23:20+00:00,TRUE,Python,F
17494,demoit,https://github.com/dgageot/demoit,https://github.com/dgageot/demoit.git,master,755,dgageot,User,Live coding demos without Context Switching,JavaScript,demo|live-coding|tool,7830,FALSE,2018-02-23 15:49:49+00:00,2023-06-16 15:49:44+00:00,TRUE,JavaScript,T
95751,VideoTransitionDemo,https://github.com/lixiang1994/VideoTransitionDemo,https://github.com/lixiang1994/VideoTransitionDemo.git,master,71,lixiang1994,User,视频过渡效果演示,Swift,,22569,FALSE,2018-05-29 08:33:32+00:00,2020-05-25 06:32:21+00:00,TRUE,Swift,T
53695,laravel-realworld-example-app,https://github.com/alexeymezenin/laravel-realworld-example-app,https://github.com/alexeymezenin/laravel-realworld-example-app.git,main,307,alexeymezenin,User,Laravel implementation of the RealWorld app,PHP,example|laravel,64,FALSE,2021-10-31 08:26:02+00:00,2024-01-17 12:20:27+00:00,TRUE,PHP,T
45337,Microservice-Template,https://github.com/Calabonga/Microservice-Template,https://github.com/Calabonga/Microservice-Template.git,master,226,Calabonga,User,"Templates for microservice architecture. Nimble Microservice Framework contains two modules. The first with OpenIddict and the second without OpenIddict. Templates are built on ASP.NET Core platform with different versions Core3.1, NET6, NET7 and NET8. You can create a new project extremely fast: in Visual Studio, Rider, dotnet CLI.",C#,arhitecture|asp|asp-net-core|demo|framework|microservice|nimble|service|solution|template|visual-studio,27331,FALSE,2019-04-13 08:28:39+00:00,2024-02-07 02:43:17+00:00,TRUE,C#,T
8303,Senior-Dev-Roadmap,https://github.com/pro1code1hack/Senior-Dev-Roadmap,https://github.com/pro1code1hack/Senior-Dev-Roadmap.git,master,773,pro1code1hack,User,The Ultimate Python Developer Roadmap✨,Python,asyncio|data-science|education|functions|learning|oop|python|python3|roadmap|senior,4713,FALSE,2022-10-25 17:59:21+00:00,2023-09-14 20:15:08+00:00,TRUE,Python,T
1404,aws-devops-zero-to-hero,https://github.com/iam-veeramalla/aws-devops-zero-to-hero,https://github.com/iam-veeramalla/aws-devops-zero-to-hero.git,main,4214,iam-veeramalla,User,"AWS zero to hero repo for devops engineers to learn AWS in 30 Days. This repo includes projects, presentations, interview questions and real time examples.",Python,,127,FALSE,2023-06-19 06:13:08+00:00,2024-02-19 12:03:50+00:00,TRUE,Python,T
59845,Laravel.Smarty,https://github.com/ytake/Laravel.Smarty,https://github.com/ytake/Laravel.Smarty.git,main,81,ytake,User,smarty template engine for laravel,PHP,laravel|lumen|smarty|template,229,FALSE,2014-09-18 12:34:13+00:00,2023-08-09 14:00:33+00:00,TRUE,PHP,F
93689,Skailer,https://github.com/sameersyd/Skailer,https://github.com/sameersyd/Skailer.git,main,153,sameersyd,User,Beautiful Music Player app built using SwiftUI to demonstrate Neumorphic design pattern and MVVM architecture.,Swift,dark-theme|figma|ios|ios-app|material-design|mvvm|mvvm-architecture|neumorphic-ui|neumorphism|sameersyd|skailer|skeuomorphic|skeuomorphism|swift|swiftui|ui-design|xcode,16878,FALSE,2021-05-22 08:37:22+00:00,2021-05-22 18:33:06+00:00,TRUE,Swift,T
33955,spring-boot-rest-example,https://github.com/khoubyari/spring-boot-rest-example,https://github.com/khoubyari/spring-boot-rest-example.git,master,675,khoubyari,User,"REST APIs implemented using Spring Boot, in-memory database, embedded Tomcat, Swagger 2, JsonPath, Hamcrest and MockMVC",Java,,62,FALSE,2014-10-05 21:59:40+00:00,2023-10-31 01:54:44+00:00,TRUE,Java,T
56022,laravel-clean-architecture-demo,https://github.com/bdelespierre/laravel-clean-architecture-demo,https://github.com/bdelespierre/laravel-clean-architecture-demo.git,master,161,bdelespierre,User,,PHP,,223,FALSE,2021-08-04 21:11:49+00:00,2021-11-22 14:48:54+00:00,TRUE,PHP,T
36147,AudioDemo,https://github.com/Jhuster/AudioDemo,https://github.com/Jhuster/AudioDemo.git,master,382,Jhuster,User,Audio API demo on Android platform,Java,,134,FALSE,2016-03-19 11:02:24+00:00,2021-03-19 12:52:56+00:00,TRUE,Java,T
76151,fullscreenintentexample,https://github.com/giorgosneokleous93/fullscreenintentexample,https://github.com/giorgosneokleous93/fullscreenintentexample.git,main,53,giorgosneokleous93,User,Full-Screen Intent Notification Android Example,Kotlin,android|android-development|kotlin-android,168,FALSE,2020-03-11 21:59:40+00:00,2021-01-16 12:10:04+00:00,TRUE,Kotlin,T
82051,actix-realworld-example-app,https://github.com/fairingrey/actix-realworld-example-app,https://github.com/fairingrey/actix-realworld-example-app.git,master,514,fairingrey,User,"[UNMAINTAINED] Implementation of the RealWorld backend API spec in Actix, Rust's powerful actor system and most fun web framework.",Rust,actix|actix-web|backend|backend-server|realworld-backend|rust|web,423,FALSE,2019-03-05 06:25:57+00:00,2023-06-14 16:10:10+00:00,TRUE,Rust,T
96641,SwiftUI-Clean-Architecture-example-with-unit-tests,https://github.com/cesmejia/SwiftUI-Clean-Architecture-example-with-unit-tests,https://github.com/cesmejia/SwiftUI-Clean-Architecture-example-with-unit-tests.git,main,55,cesmejia,User,SwiftUI Clean Architecture example with unit tests,Swift,,49,FALSE,2023-04-19 16:59:38+00:00,2023-04-19 23:45:10+00:00,TRUE,Swift,T
72014,compose-actors,https://github.com/RajashekarRaju/compose-actors,https://github.com/RajashekarRaju/compose-actors.git,master,253,RajashekarRaju,User,":robot: Android app built with jetpack :rocket: compose follows new revamped guide to app architecture. Implemented with State, Coroutines :curly_loop:, ViewModels, Repository pattern, Light/Dark theme :rainbow: MD3, Animations, Draw on canvas, Custom layouts, UI state handling, :cyclone: Image loading with coil, Palette :art: usage and dynamic theming etc.",Kotlin,android-application|animations|canvas-animation|coil-kotlin|compose-animation|coroutines|jetpack-components|jetpack-compose|jetpack-navigation|material-design-3|state|state-handling|textfield|viewmodel,161585,FALSE,2021-12-11 14:17:31+00:00,2023-08-23 16:40:10+00:00,TRUE,Kotlin,
18587,wechat-miniprogram-examples,https://github.com/oopsguy/wechat-miniprogram-examples,https://github.com/oopsguy/wechat-miniprogram-examples.git,master,644,oopsguy,User,WeChat mini program examples. 微信小程序示例,JavaScript,demo|douban|miniprogram|todo|wechat|wechat-app|wechat-miniprogram|weixin|zhihu,4835,FALSE,2016-10-03 11:09:15+00:00,2020-01-10 17:48:41+00:00,TRUE,JavaScript,
51284,design-patterns-php,https://github.com/RefactoringGuru/design-patterns-php,https://github.com/RefactoringGuru/design-patterns-php.git,main,986,RefactoringGuru,Organization,Design Pattern Examples in PHP,PHP,design-patterns|php,1114,FALSE,2017-09-15 12:24:33+00:00,2022-11-28 17:05:28+00:00,TRUE,PHP,
45079,unity3d-gitlab-ci-example-mirror,https://github.com/game-ci/unity3d-gitlab-ci-example-mirror,https://github.com/game-ci/unity3d-gitlab-ci-example-mirror.git,main,240,game-ci,Organization,"🍴Mirror of the game-ci/unity3d-gitlab-ci-example project. If you are looking for Github Actions, refer to https://game.ci/ documentation instead",C#,circleci|travis-ci|unity3d,11548,FALSE,2018-05-13 02:09:20+00:00,2022-10-07 16:50:16+00:00,TRUE,C#,
13112,reactjs-interview-questions,https://github.com/semlinker/reactjs-interview-questions,https://github.com/semlinker/reactjs-interview-questions.git,master,2066,semlinker,User,List of top 304 ReactJS Interview Questions & Answers,JavaScript,interview-preparation|interview-questions|react|react-router|react16|reactjs|redux,1172,FALSE,2019-03-21 12:30:13+00:00,2021-12-26 15:17:14+00:00,TRUE,JavaScript,
92807,LeetCode-in-Swift,https://github.com/rudrankriyam/LeetCode-in-Swift,https://github.com/rudrankriyam/LeetCode-in-Swift.git,master,240,rudrankriyam,User, My solutions to LeetCode problems written in Swift,Swift,algorithms|data-structures|interview|interview-preparation|interview-questions|ios-swift|leetcode|leetcode-solutions|swift|swift5,443,TRUE,2020-01-15 14:03:06+00:00,2021-09-21 01:45:02+00:00,TRUE,Swift,
57231,ImagickDemos,https://github.com/Imagick/ImagickDemos,https://github.com/Imagick/ImagickDemos.git,master,126,Imagick,Organization,An example of all the Imagick functions,PHP,,42719,FALSE,2013-10-23 03:17:25+00:00,2023-09-15 14:26:02+00:00,TRUE,PHP,
35529,TelegramBotsExample,https://github.com/rubenlagus/TelegramBotsExample,https://github.com/rubenlagus/TelegramBotsExample.git,master,441,rubenlagus,User,A simple to use library to create Telegram Bots in Java,Java,java|telegram-bot,552,FALSE,2015-06-24 21:44:55+00:00,2023-10-28 20:11:26+00:00,TRUE,Java,
82479,rust-esp32-example,https://github.com/espressif/rust-esp32-example,https://github.com/espressif/rust-esp32-example.git,main,404,espressif,Organization,"Example of Rust integration into an ESP-IDF project, for ESP32 series of chips",Rust,,93,FALSE,2021-06-08 15:39:17+00:00,2022-11-30 12:59:58+00:00,TRUE,Rust,
42850,DemoCode,https://github.com/jskeet/DemoCode,https://github.com/jskeet/DemoCode.git,main,462,jskeet,User,"Demo code used in talks, blog posts etc",C#,,6988,FALSE,2013-06-27 18:41:16+00:00,2024-02-20 10:28:13+00:00,TRUE,C#,
91492,hygraph-examples,https://github.com/hygraph/hygraph-examples,https://github.com/hygraph/hygraph-examples.git,master,594,hygraph,Organization,Example projects to help you get started with Hygraph,Swift,apollo-server|gatsby|graphcms|graphql|gridsome|nextjs|nuxt|nuxtjs|react|sapper|vue,8554,FALSE,2017-11-27 19:48:55+00:00,2024-02-15 19:50:25+00:00,TRUE,Swift,
95061,swift-project-template,https://github.com/artemnovichkov/swift-project-template,https://github.com/artemnovichkov/swift-project-template.git,master,88,artemnovichkov,User,🍪 Easily generate Swift projects with Cookiecutter,Swift,generation|ios|swift|template|xcode,603,FALSE,2017-02-10 05:22:42+00:00,2020-03-27 06:52:49+00:00,TRUE,Swift,
75567,kotlin-test-boilerplate,https://github.com/tmdgusya/kotlin-test-boilerplate,https://github.com/tmdgusya/kotlin-test-boilerplate.git,master,60,tmdgusya,User,Auto create boilerplate code for test code in kotlin,Kotlin,boilerplate|kotest|kotest-plugin|kotlin|mockk,188,FALSE,2022-08-24 09:52:16+00:00,2023-04-10 13:52:20+00:00,TRUE,Kotlin,
34724,vertx-guide-for-java-devs,https://github.com/vert-x3/vertx-guide-for-java-devs,https://github.com/vert-x3/vertx-guide-for-java-devs.git,3.8,546,vert-x3,Organization,Vert.x 3 guide for Java developers,Java,async|book|guide|java|reactive|rxjava|vertx,4981,FALSE,2017-06-09 08:07:34+00:00,2023-12-05 22:18:32+00:00,TRUE,Java,
29656,logswan,https://github.com/fcambus/logswan,https://github.com/fcambus/logswan.git,master,388,fcambus,User,Fast Web log analyzer using probabilistic data structures,C,analyzer|hyperloglog|log|web,482,FALSE,2015-06-07 14:57:37+00:00,2023-04-11 19:15:16+00:00,TRUE,C_C++,
73209,AndroidBase,https://github.com/enginebai/AndroidBase,https://github.com/enginebai/AndroidBase.git,template,133,enginebai,User,Android project template for Gradle Kotlin DSL + 100% Kotlin + Base module + Extensions = ❤️,Kotlin,android|architecture-components|gradle-kotlin-dsl|koin|kotlin|project-template|rxjava2|template,244,FALSE,2019-10-09 09:07:26+00:00,2021-09-16 13:41:32+00:00,TRUE,Kotlin,
45385,object-pooling-in-unity-demo,https://github.com/keypax/object-pooling-in-unity-demo,https://github.com/keypax/object-pooling-in-unity-demo.git,master,224,keypax,User,This demo project shows custom implementation of Object Pooling used in our upcoming game: Pelagos: Rise of Greece,C#,,80,FALSE,2020-02-27 13:22:16+00:00,2020-03-04 10:09:00+00:00,TRUE,C#,
